doc_id,url,title,description,pagerank
234,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9241228/,"Microbial Tracking-2, a metagenomics analysis of bacteria and fungi onboard the International Space Station - PMC",The International Space Station (ISS) is a unique and complex built environment with the ISS surface microbiome originating from crew and cargo or from life support recirculation in an almost entirely closed system. The Microbial Tracking 1 (MT-1) ...,9e-06
235,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5896955/,The signaling lipid sphingosine 1-phosphate regulates mechanical pain - PMC,"Somatosensory neurons mediate responses to diverse mechanical stimuli, from innocuous touch to noxious pain. While recent studies have identified distinct populations of A mechanonociceptors (AMs) that are required for mechanical pain, the molecular ...",9e-06
236,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4337661/,Bone shaft bending strength index is unaffected by exercise and unloading in mice - PMC,Anthropologists frequently use the shaft bending strength index to infer the physical activity levels of humans living in the past from their lower limb bone remains. This index is typically calculated as the ratio of bone shaft second moments of ...,9e-06
237,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7382458/,Sierra Nevada sweep: metagenomic measurements of bioaerosols vertically distributed across the troposphere - PMC,"To explore how airborne microbial patterns change with height above the Earth’s surface, we flew NASA’s C-20A aircraft on two consecutive days in June 2018 along identical flight paths over the US Sierra Nevada mountain range at four different ...",9e-06
238,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11166646/,Release of CD36-associated cell-free mitochondrial DNA and RNA as a hallmark of space environment response - PMC,A detailed understanding of how spaceflight affects human health is essential for long-term space exploration. Liquid biopsies allow for minimally-invasive multi-omics assessments that can resolve the molecular heterogeneity of internal tissues. ...,9e-06
239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5114340/,Genetic and tissue level muscle-bone interactions during unloading and reambulation - PMC,"Little is known about interactions between muscle and bone during the removal and application of mechanical signals. Here, we applied 3wk of hindlimb unloading followed by 3wk of reambulation to a genetically heterogeneous population of 352 adult ...",9e-06
240,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4631774/,Focal enhancement of the skeleton to exercise correlates with responsivity of bone marrow mesenchymal stem cells rather than peak external forces - PMC,"Force magnitudes have been suggested to drive the structural response of bone to exercise. As importantly, the degree to which any given bone can adapt to functional challenges may be enabled, or constrained, by regional variation in the capacity of ...",9e-06
241,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3747666/,Increasing the Number of Unloading/Reambulation Cycles does not Adversely Impact Body Composition and Lumbar Bone Mineral Density but Reduces Tissue Sensitivity - PMC,"A single exposure to hindlimb unloading leads to changes in body mass, body composition and bone, but the consequences of multiple exposures are not yet understood. Within a 18wk period, adult C57BL/6 male mice were exposed to one (1x-HLU), two ...",9e-06
242,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8953707/,Detection of Target Genes for Drug Repurposing to Treat Skeletal Muscle Atrophy in Mice Flown in Spaceflight - PMC,"Skeletal muscle atrophy is a common condition in aging, diabetes, and in long duration spaceflights due to microgravity. This article investigates multi-modal gene disease and disease drug networks via link prediction algorithms to select drugs for ...",9e-06
243,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5052530/,"Cytoskeletal Configuration Modulates Mechanically Induced Changes in Mesenchymal Stem Cell Osteogenesis, Morphology, and Stiffness - PMC","Mesenchymal stem cells (MSC) responding to mechanical cues generated by physical activity is critical for skeletal development and remodeling. Here, we utilized low intensity vibrations (LIV) as a physiologically relevant mechanical signal and ...",9e-06
244,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5488280/,Osteocyte Apoptosis Caused by Hindlimb Unloading is Required to Trigger Osteocyte RANKL Production and Subsequent Resorption of Cortical and Trabecular Bone in Mice Femurs - PMC,"Osteocyte apoptosis is essential to activate bone remodeling in response to fatigue microdamage and estrogen withdrawal, such that apoptosis inhibition in vivo prevents the onset of osteoclastic resorption. Osteocyte apoptosis has also been ...",9e-06
245,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5748516/,A novel blue-light phototropic response is revealed in roots of Arabidopsis thaliana in microgravity - PMC,"Main conclusion Blue-light positive phototropism in roots is masked by gravity and revealed in conditions of microgravity. In addition, the magnitude of red-light positive phototropic curvature is correlated to the magnitude of gravity. Due to their ...",9e-06
246,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3092937/,Regulation of Hemocytes in Drosophila Requires dappled Cytochrome b5 - PMC,"A major category of mutant hematopoietic phenotypes in Drosophila is melanotic tumors or nodules, which consist of abnormal and overproliferated blood cells, similar to granulomas. Our analyses of the melanotic mutant dappled have revealed a novel ...",9e-06
247,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9293686/,Differential Single Cell Responses of Embryonic Stem Cells Versus Embryoid Bodies to Gravity Mechanostimulation - PMC,"The forces generated by gravity have shaped life on Earth and impact gene expression and morphogenesis during early development. Conversely, disuse on Earth or during spaceflight, reduces normal mechanical loading of organisms, resulting in altered ...",9e-06
248,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9287483/,Recent transcriptomic studies to elucidate the plant adaptive response to spaceflight and to simulated space environments - PMC,Discovering the adaptation mechanisms of plants to the space environment is essential for supporting human space exploration. Transcriptomic analyses allow the identification of adaptation response pathways by detecting changes in gene expression at ...,9e-06
249,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7029147/,Contributions of Spore Secondary Metabolites to UV-C Protection and Virulence Vary in Different Aspergillus fumigatus Strains - PMC,"Fungal spores contain secondary metabolites that can protect them from a multitude of abiotic and biotic stresses. Conidia (asexual spores) of the human pathogen Aspergillus fumigatus synthesize several metabolites, including melanin, which has been ...",9e-06
250,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4211383/,Light and gravity signals synergize in modulating plant development - PMC,"Tropisms are growth-mediated plant movements that help plants to respond to changes in environmental stimuli. The availability of water and light, as well as the presence of a constant gravity vector, are all environmental stimuli that plants sense ...",9e-06
251,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6908503/,Comparison of Microgravity Analogs to Spaceflight in Studies of Plant Growth and Development - PMC,"Life on Earth has evolved under the influence of gravity. This force has played an important role in shaping development and morphology from the molecular level to the whole organism. Although aquatic life experiences reduced gravity effects, land ...",9e-06
252,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6091969/,Macrophages inhibit Aspergillus fumigatus germination and neutrophil-mediated fungal killing - PMC,"In immunocompromised individuals, Aspergillus fumigatus causes invasive fungal disease that is often difficult to treat. Exactly how immune mechanisms control A. fumigatus in immunocompetent individuals remains unclear. Here, we use transparent ...",9e-06
253,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7607443/,The Importance of Earth Reference Controls in Spaceflight -Omics Research: Characterization of Nucleolin Mutants from the Seedling Growth Experiments - PMC,"Understanding plant adaptive responses to the space environment is a requisite for enabling space farming. Spaceflight produces deleterious effects on plant cells, particularly affecting ribosome biogenesis, a complex stress-sensitive process ...",9e-06
254,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5821596/,Comparative transcriptomics indicate changes in cell wall organization and stress response in seedlings during spaceflight - PMC,"Plants will play an important role in the future of space exploration as part of bioregenerative life support. Thus, it is important to understand the effects of microgravity and spaceflight on gene expression in plant development. We analyzed the ...",9e-06
255,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3962621/,EUK-134 ameliorates nNOSμ translocation and skeletal muscle fiber atrophy during short-term mechanical unloading - PMC,"Reduced mechanical loading during bedrest, spaceflight, and casting, causes rapid morphological changes in skeletal muscle: fiber atrophy and reduction of slow-twitch fibers. An emerging signaling event in response to unloading is the translocation ...",9e-06
256,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4462657/,MnSOD Overexpression Reduces Fibrosis and Pro-Apoptotic Signaling in the Aging Mouse Heart - PMC,"Contractility of the heart is impaired with advancing age via mechanical remodeling, as myocytes are lost through apoptosis and collagenous fibers accumulate. Exercise training confers protection against fibrosis and apoptosis in the aging heart, ...",9e-06
